Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
WR,Jaelen Strong,3000,Hou@Mia 01:00PM ET,10.4,Hou
WR,Adam Thielen,3000,Min@Det 01:00PM ET,3.32,Min
RB,Khiry Robinson,3000,NO@Ind 01:00PM ET,8.45,NO
WR,Taylor Gabriel,3000,Cle@StL 01:00PM ET,5.283,Cle
WR,Donteea Dye,3000,TB@Was 01:00PM ET,0,TB
DST,Texans ,2900,Hou@Mia 01:00PM ET,4.667,Hou
DST,Jets ,2900,NYJ@NE 01:00PM ET,9.6,NYJ
TE,Jacob Tamme,2900,Atl@Ten 01:00PM ET,8.4,Atl
TE,Ladarius Green,2900,Oak@SD 04:05PM ET,13.18,SD
DST,Giants ,2800,Dal@NYG 04:25PM ET,7.667,NYG
TE,Jared Cook,2800,Cle@StL 01:00PM ET,6.38,StL
DST,Chiefs ,2700,Pit@KC 01:00PM ET,5.333,KC
DST,Dolphins ,2700,Hou@Mia 01:00PM ET,7.4,Mia
DST,Eagles ,2700,Phi@Car 08:30PM ET,10.833,Phi
TE,Heath Miller,2700,Pit@KC 01:00PM ET,6.967,Pit
TE,Dwayne Allen,2700,NO@Ind 01:00PM ET,4.775,Ind
TE,Chris Gragg,2700,Buf@Jax 09:30AM ET,4.3,Buf
DST,Lions ,2600,Min@Det 01:00PM ET,7.167,Det
DST,Titans ,2600,Atl@Ten 01:00PM ET,6.8,Ten
DST,Steelers ,2600,Pit@KC 01:00PM ET,8.833,Pit
DST,Chargers ,2600,Oak@SD 04:05PM ET,4.333,SD
DST,Buccaneers ,2600,TB@Was 01:00PM ET,7,TB
TE,Maxx Williams,2600,Bal@Ari 08:30PM ET,3.8,Bal
DST,Cowboys ,2500,Dal@NYG 04:25PM ET,5,Dal
DST,Redskins ,2500,TB@Was 01:00PM ET,8.167,Was
TE,Mike Leach,2500,Bal@Ari 08:30PM ET,0,Ari
TE,Craig Stevens,2500,Atl@Ten 01:00PM ET,1.66,Ten
TE,Marcedes Lewis,2500,Buf@Jax 09:30AM ET,1.8,Jax
TE,Scott Chandler,2500,NYJ@NE 01:00PM ET,4.56,NE
TE,Matt Spaeth,2500,Pit@KC 01:00PM ET,0,Pit
TE,Anthony Fasano,2500,Atl@Ten 01:00PM ET,5.58,Ten
TE,Brent Celek,2500,Phi@Car 08:30PM ET,3.833,Phi
TE,Brandon Pettigrew,2500,Min@Det 01:00PM ET,2.95,Det
TE,Kellen Davis,2500,NYJ@NE 01:00PM ET,0,NYJ
TE,Brandon Myers,2500,TB@Was 01:00PM ET,2.4,TB
TE,Darren Fells,2500,Bal@Ari 08:30PM ET,5.933,Ari
TE,Tony Moeaki,2500,Atl@Ten 01:00PM ET,0,Atl
TE,David Johnson,2500,Oak@SD 04:05PM ET,0.033,SD
TE,Clay Harbor,2500,Buf@Jax 09:30AM ET,3.4,Jax
TE,Ed Dickson,2500,Phi@Car 08:30PM ET,3.86,Car
TE,Chase Coffman,2500,Atl@Ten 01:00PM ET,8.2,Ten
TE,Garrett Graham,2500,Hou@Mia 01:00PM ET,2.167,Hou
TE,Andrew DePaola,2500,TB@Was 01:00PM ET,0,TB
TE,Richie Brockel,2500,Phi@Car 08:30PM ET,0,Car
TE,Anthony McCoy,2500,TB@Was 01:00PM ET,0,Was
TE,Jim Dray,2500,Cle@StL 01:00PM ET,0.667,Cle
TE,John Phillips,2500,Oak@SD 04:05PM ET,2.433,SD
TE,Rob Housler,2500,Cle@StL 01:00PM ET,0.267,Cle
TE,Kyle Nelson,2500,Sea@SF 08:25PM ET,0,SF
TE,Matthew Mulligan,2500,Buf@Jax 09:30AM ET,0.2,Buf
TE,Lance Kendricks,2500,Cle@StL 01:00PM ET,4.3,StL
TE,Jermaine Gresham,2500,Bal@Ari 08:30PM ET,1.683,Ari
TE,Jeff Cumberland,2500,NYJ@NE 01:00PM ET,0.75,NYJ
TE,Michael Hoomanawanui,2500,NO@Ind 01:00PM ET,0.35,NO
TE,Lee Smith,2500,Oak@SD 04:05PM ET,1.36,Oak
TE,Luke Stocker,2500,TB@Was 01:00PM ET,0,TB
TE,Rhett Ellison,2500,Min@Det 01:00PM ET,0.68,Min
TE,Garrett Celek,2500,Sea@SF 08:25PM ET,5.517,SF
TE,James Hanna,2500,Dal@NYG 04:25PM ET,0.567,Dal
TE,Jake Stoneburner,2500,Hou@Mia 01:00PM ET,5.425,Mia
TE,Mychal Rivera,2500,Oak@SD 04:05PM ET,3.08,Oak
TE,Cory Harkey,2500,Cle@StL 01:00PM ET,0.28,StL
TE,Beau Brinkley,2500,Atl@Ten 01:00PM ET,0,Ten
TE,Kevin McDermott,2500,Min@Det 01:00PM ET,0,Min
TE,Tim Wright,2500,Min@Det 01:00PM ET,3.7,Det
TE,Michael Williams,2500,NYJ@NE 01:00PM ET,0.5,NE
TE,Luke Willson,2500,Sea@SF 08:25PM ET,3.08,Sea
TE,Josh Hill,2500,NO@Ind 01:00PM ET,3.183,NO
TE,James Winchester,2500,Pit@KC 01:00PM ET,0,KC
TE,Jack Doyle,2500,NO@Ind 01:00PM ET,1.65,Ind
TE,Vance McDonald,2500,Sea@SF 08:25PM ET,1.62,SF
TE,Levine Toilolo,2500,Atl@Ten 01:00PM ET,1.467,Atl
TE,Justice Cunningham,2500,Cle@StL 01:00PM ET,0,StL
TE,Gavin Escobar,2500,Dal@NYG 04:25PM ET,2.28,Dal
TE,Dion Sims,2500,Hou@Mia 01:00PM ET,6.65,Mia
TE,Jerome Cunningham,2500,Dal@NYG 04:25PM ET,1.3,NYG
TE,Nic Jacobs,2500,Buf@Jax 09:30AM ET,0,Jax
TE,Cooper Helfet,2500,Sea@SF 08:25PM ET,0,Sea
TE,Crockett Gillmore,2500,Bal@Ari 08:30PM ET,10.775,Bal
TE,Trey Burton,2500,Phi@Car 08:30PM ET,0,Phi
TE,Blake Bell,2500,Sea@SF 08:25PM ET,0.783,SF
TE,James O'Shaughnessy,2500,Pit@KC 01:00PM ET,2.25,KC
TE,MyCole Pruitt,2500,Min@Det 01:00PM ET,0,Min
TE,Cameron Brate,2500,TB@Was 01:00PM ET,0.567,TB
TE,Will Tye,2500,Dal@NYG 04:25PM ET,4.333,NYG
TE,Chase Ford,2500,Min@Det 01:00PM ET,0,Min
TE,Clive Walford,2500,Oak@SD 04:05PM ET,1.36,Oak
TE,C.J. Fiedorowicz,2500,Hou@Mia 01:00PM ET,3.233,Hou
TE,Brian Parker,2500,Pit@KC 01:00PM ET,0,KC
TE,Demetrius Harris,2500,Pit@KC 01:00PM ET,0.583,KC
TE,Nick Boyle,2500,Bal@Ari 08:30PM ET,2.3,Bal
TE,Troy Niklas,2500,Bal@Ari 08:30PM ET,0.383,Ari
TE,Phillip Supernaw,2500,Atl@Ten 01:00PM ET,0,Ten
TE,Jesse James,2500,Pit@KC 01:00PM ET,0,Pit
TE,Derek Carrier,2500,TB@Was 01:00PM ET,4.2,Was
TE,Geoff Swaim,2500,Dal@NYG 04:25PM ET,0.5,Dal
TE,E.J. Bibbs,2500,Cle@StL 01:00PM ET,0,Cle
DST,Raiders ,2400,Oak@SD 04:05PM ET,7,Oak
DST,Rams ,2400,Cle@StL 01:00PM ET,9.6,StL
DST,Jaguars ,2400,Buf@Jax 09:30AM ET,3,Jax
DST,Browns ,2300,Cle@StL 01:00PM ET,6.167,Cle
DST,Colts ,2300,NO@Ind 01:00PM ET,6,Ind
DST,49ers ,2100,Sea@SF 08:25PM ET,3.667,SF
DST,Saints ,2000,NO@Ind 01:00PM ET,6.333,NO
