,Name,Position,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,fftoday,nfl,cbs,fleaflicker,espn,fox,fire,average
206,Texans ,DST,3100,Ten@Hou 01:00PM ET,4.286,Hou,,,,,,,,
207,Vikings ,DST,3100,Min@Chi 01:00PM ET,8.5,Min,,,,,,,,
208,Eric Ebron,TE,3100,Det@KC 09:30AM ET,12.96,Det,15.0,15.0,10.76,14.5,9.38,9.9,10.044,12.0834285714
209,Dorial Green-Beckham,WR,3100,Ten@Hou 01:00PM ET,4.533,Ten,4.5,5.8,7.31,4.9,4.22,2.85,3.919,4.78557142857
210,Bengals ,DST,3000,Cin@Pit 01:00PM ET,7.0,Cin,,,,,,,,
211,Patriots ,DST,3000,Mia@NE 08:25PM ET,7.667,NE,,,,,,,,
212,Ravens ,DST,3000,SD@Bal 01:00PM ET,5.857,Bal,,,,,,,,
213,Greg Jennings,WR,3000,Mia@NE 08:25PM ET,3.4,Mia,2.5,6.8,3.37,7.4,3.48,7.14,3.948,4.94828571429
214,Lance Moore,WR,3000,Det@KC 09:30AM ET,7.971,Det,4.5,1.4,4.95,1.7,6.38,7.8,5.022,4.536
215,Jason Avant,WR,3000,Det@KC 09:30AM ET,2.229,KC,2.0,5.0,4.37,5.5,1.41,1.67,4.395,3.47785714286
216,DeAngelo Williams,RB,3000,Cin@Pit 01:00PM ET,7.671,Pit,3.0,3.1,2.99,3.8,1.95,2.78,5.51,3.30428571429
217,Andre Caldwell,WR,3000,GB@Den 08:30PM ET,1.283,Den,4.5,5.6,2.71,5.8,2.21,0.07,2.092,3.28314285714
218,Dwayne Bowe,WR,3000,Ari@Cle 01:00PM ET,0.0,Cle,,1.4,,1.7,,0.24,,1.11333333333
219,Tyler Clutts,RB,3000,Sea@Dal 04:25PM ET,0.233,Dal,,,1.68,,,0.02,,0.85
220,Harry Douglas,WR,3000,Ten@Hou 01:00PM ET,4.5,Ten,,9.8,5.39,8.9,5.63,,3.5646,6.65692
221,Eric Weems,WR,3000,TB@Atl 01:00PM ET,0.0,Atl,,,,,,2.27,1.142,1.706
222,Matthew Slater,WR,3000,Mia@NE 08:25PM ET,0.0,NE,,,,,,,,
223,Jerricho Cotchery,WR,3000,Ind@Car 08:30PM ET,5.75,Car,4.0,4.6,7.98,4.3,5.03,9.53,4.2722,5.67317142857
224,Ahmad Bradshaw,RB,3000,Ind@Car 08:30PM ET,2.45,Ind,,,4.28,,5.93,3.08,3.176,4.1165
225,Cedric Peerman,RB,3000,Cin@Pit 01:00PM ET,0.0,Cin,,,,,,,1.494,1.494
226,Jerome Simpson,WR,3000,SF@StL 01:00PM ET,0.0,SF,,,3.39,,2.48,,,2.935
227,Mike Tolbert,RB,3000,Ind@Car 08:30PM ET,5.367,Car,3.0,4.3,6.35,4.8,4.93,5.67,4.565,4.80214285714
228,Andrew Hawkins,WR,3000,Ari@Cle 01:00PM ET,6.1,Cle,6.0,8.1,5.94,7.1,7.37,,7.757,7.0445
229,Darrius Heyward-Bey,WR,3000,Cin@Pit 01:00PM ET,7.129,Pit,,9.2,5.66,8.6,2.21,1.2,,5.374
230,John Kuhn,RB,3000,GB@Den 08:30PM ET,2.033,GB,,0.4,2.82,0.3,1.11,0.53,1.712,1.14533333333
231,Marlon Moore,WR,3000,Ari@Cle 01:00PM ET,0.417,Cle,,,,,,0.07,1.254,0.662
232,Brandon Tate,WR,3000,Cin@Pit 01:00PM ET,2.083,Cin,,,,,,1.6,3.544,2.572
233,Louis Murphy,WR,3000,TB@Atl 01:00PM ET,4.967,TB,,,,,,,,
234,Antone Smith,RB,3000,Min@Chi 01:00PM ET,0.0,Chi,,,,,,,1.959,1.959
235,Brian Hartline,WR,3000,Ari@Cle 01:00PM ET,3.857,Cle,4.0,5.6,7.0,5.8,4.59,9.55,6.135,6.09642857143
236,Donald Brown,RB,3000,SD@Bal 01:00PM ET,0.0,SD,,,,,,0.07,,0.07
237,Jorvorskie Lane,RB,3000,TB@Atl 01:00PM ET,0.0,TB,,,,,,0.03,,0.03
238,Jordan Norwood,WR,3000,GB@Den 08:30PM ET,3.167,Den,,3.8,3.53,3.9,4.14,7.81,3.872,4.50866666667
239,Marcel Reece,RB,3000,NYJ@Oak 04:05PM ET,8.9,Oak,3.0,1.6,7.07,2.0,5.79,2.15,2.509,3.44557142857
240,Bruce Miller,RB,3000,SF@StL 01:00PM ET,2.557,SF,,,3.71,,,0.5,1.113,1.77433333333
241,Marc Mariani,WR,3000,Min@Chi 01:00PM ET,0.0,Chi,,,,,,,,
242,Jacoby Jones,WR,3000,SD@Bal 01:00PM ET,0.0,SD,,7.0,,6.6,,0.26,,4.62
243,Fred Jackson,RB,3000,Sea@Dal 04:25PM ET,5.814,Sea,2.5,2.6,,2.7,4.83,0.46,3.807,2.81616666667
244,Jeremy Ross,WR,3000,SD@Bal 01:00PM ET,3.967,Bal,,,,,2.6,,1.061,1.8305
245,Chase Reynolds,RB,3000,SF@StL 01:00PM ET,0.0,StL,,,,,,0.04,,0.04
246,C.J. Spiller,RB,3000,NYG@NO 01:00PM ET,8.467,NO,3.5,13.3,10.12,13.4,11.21,1.73,4.855,8.30214285714
247,Fozzy Whittaker,RB,3000,Ind@Car 08:30PM ET,1.917,Car,,5.9,3.95,6.5,2.32,,1.475,4.029
248,Matt Asiata,RB,3000,Min@Chi 01:00PM ET,2.8,Min,,3.4,3.8,3.6,2.79,0.79,1.481,2.6435
249,Taiwan Jones,RB,3000,NYJ@Oak 04:05PM ET,3.525,Oak,,,3.81,,2.98,1.42,2.391,2.65025
250,Charles Johnson,WR,3000,Min@Chi 01:00PM ET,3.425,Min,5.0,7.3,5.33,6.7,3.05,,5.504,5.48066666667
251,Brian Quick,WR,3000,SF@StL 01:00PM ET,0.667,StL,,6.4,5.98,6.2,3.82,3.97,5.433,5.3005
252,Dontrelle Inman,WR,3000,SD@Bal 01:00PM ET,4.533,SD,,3.4,,3.7,1.24,1.64,2.469,2.4898
253,Greg Little,WR,3000,Cin@Pit 01:00PM ET,0.0,Cin,,,,,,,,
254,Jeremy Kerley,WR,3000,NYJ@Oak 04:05PM ET,4.5,NYJ,4.5,8.6,6.5,8.4,6.0,7.0,3.705,6.38642857143
255,Anthony Sherman,RB,3000,Det@KC 09:30AM ET,0.471,KC,,,2.05,,1.62,0.03,1.196,1.224
256,Will Tukuafu,RB,3000,Sea@Dal 04:25PM ET,0.0,Sea,,,,,,,,
257,Robert Turbin,RB,3000,Ari@Cle 01:00PM ET,4.25,Cle,,4.1,3.78,3.8,3.81,2.26,7.081,4.1385
258,Bilal Powell,RB,3000,NYJ@Oak 04:05PM ET,7.36,NYJ,,6.5,3.76,6.8,10.18,,6.525,6.753
259,Will Johnson,RB,3000,Cin@Pit 01:00PM ET,0.957,Pit,,,2.73,,,0.14,1.695,1.52166666667
260,Bobby Rainey,RB,3000,TB@Atl 01:00PM ET,0.933,TB,,5.0,,5.4,,0.08,1.734,3.0535
261,Roy Helu Jr.,RB,3000,NYJ@Oak 04:05PM ET,3.76,Oak,,5.5,6.29,5.6,2.13,0.04,2.987,3.75783333333
262,Patrick DiMarco,RB,3000,TB@Atl 01:00PM ET,1.157,Atl,,,1.75,,,0.15,1.268,1.056
263,George Winn,RB,3000,Det@KC 09:30AM ET,0.0,Det,,,,,,,1.123,1.123
264,Austin Johnson,RB,3000,NYG@NO 01:00PM ET,1.88,NO,,,2.97,,,,,2.97
265,Chris Polk,RB,3000,Ten@Hou 01:00PM ET,5.457,Hou,8.0,1.7,7.71,2.3,8.77,0.97,9.3204,5.53862857143
266,Jarryd Hayne,RB,3000,SF@StL 01:00PM ET,0.533,SF,,0.5,,0.5,,1.4,,0.8
267,Brice Butler,WR,3000,Sea@Dal 04:25PM ET,3.45,Dal,,,,,,,2.513,2.513
268,Cole Beasley,WR,3000,Sea@Dal 04:25PM ET,6.9,Dal,6.5,4.2,5.4,4.1,3.78,2.16,3.627,4.25242857143
269,Zach Line,RB,3000,Min@Chi 01:00PM ET,3.267,Min,,,3.96,,,0.03,,1.995
270,Chris Owusu,WR,3000,NYJ@Oak 04:05PM ET,4.667,NYJ,,,4.81,,,,3.151,3.9805
271,Griff Whalen,WR,3000,Ind@Car 08:30PM ET,1.8,Ind,,,,,2.77,2.89,,2.83
272,Brenton Bersin,WR,3000,Ind@Car 08:30PM ET,2.925,Car,,,,,,,,
273,Derrick Coleman,RB,3000,Sea@Dal 04:25PM ET,0.24,Sea,,,1.43,,,0.03,,0.73
274,Jonathan Grimes,RB,3000,Ten@Hou 01:00PM ET,4.5,Hou,,0.8,7.33,0.6,6.8,2.32,1.631,3.24683333333
275,Frankie Hammond Jr.,WR,3000,Det@KC 09:30AM ET,0.0,KC,,,,,,,,
276,Jaron Brown,WR,3000,Ari@Cle 01:00PM ET,2.3,Ari,,,3.83,,,9.67,,6.75
277,Chris Givens,WR,3000,SD@Bal 01:00PM ET,1.9,Bal,,7.4,3.64,6.7,3.01,3.02,,4.754
278,Keshawn Martin,WR,3000,Mia@NE 08:25PM ET,7.167,NE,,,,,,,4.266,4.266
279,Myles White,WR,3000,NYG@NO 01:00PM ET,0.0,NYG,,,,,,,,
280,B.J. Daniels,WR,3000,Sea@Dal 04:25PM ET,0.55,Sea,,,,,,,,
281,Jordan Todman,RB,3000,Cin@Pit 01:00PM ET,0.157,Pit,,,,,,,,
282,Jarius Wright,WR,3000,Min@Chi 01:00PM ET,5.017,Min,,7.8,6.46,7.2,5.08,6.35,2.824,5.95233333333
283,Brandon Bolden,RB,3000,Mia@NE 08:25PM ET,0.72,NE,,2.7,,3.2,,,,2.95
284,Ladarius Green,TE,3000,SD@Bal 01:00PM ET,14.067,SD,18.5,14.4,10.91,14.2,10.66,10.35,8.965,12.5692857143
285,Jonas Gray,RB,3000,Mia@NE 08:25PM ET,4.075,Mia,,2.7,3.29,2.5,,1.93,2.3,2.544
286,Kyle Rudolph,TE,3000,Min@Chi 01:00PM ET,8.05,Min,4.0,12.2,7.99,12.1,6.61,9.76,8.557,8.74528571429
287,Russell Shepard,WR,3000,TB@Atl 01:00PM ET,0.533,TB,,,5.52,,4.06,10.03,,6.53666666667
288,Zurlon Tipton,RB,3000,Ind@Car 08:30PM ET,0.225,Ind,,,,,,,,
289,Tommy Bohanon,RB,3000,NYJ@Oak 04:05PM ET,0.967,NYJ,,,2.38,,,0.21,,1.295
290,Markus Wheaton,WR,3000,Cin@Pit 01:00PM ET,6.457,Pit,5.0,3.7,5.49,2.9,8.28,9.55,4.232,5.59314285714
291,Rex Burkhead,RB,3000,Cin@Pit 01:00PM ET,1.283,Cin,,,,,,0.43,,0.43
292,Benny Cunningham,RB,3000,SF@StL 01:00PM ET,6.583,StL,6.5,5.1,5.08,5.2,5.17,6.9,5.761,5.673
293,Nikita Whitlock,RB,3000,NYG@NO 01:00PM ET,0.0,NYG,,,,,,,,
294,Kyle Juszczyk,RB,3000,SD@Bal 01:00PM ET,5.714,Bal,,,4.91,,3.53,4.65,1.831,3.73025
295,Stepfan Taylor,RB,3000,Ari@Cle 01:00PM ET,0.357,Ari,,2.2,,2.6,,0.03,1.868,1.6745
296,Zac Stacy,RB,3000,NYJ@Oak 04:05PM ET,4.94,NYJ,5.5,5.5,7.39,6.2,1.77,0.76,4.0746,4.45637142857
297,Branden Oliver,RB,3000,SD@Bal 01:00PM ET,4.229,SD,2.0,6.1,7.42,7.2,5.96,7.48,3.612,5.68171428571
298,Dri Archer,WR,3000,Cin@Pit 01:00PM ET,0.0,Pit,,4.4,,5.1,,0.07,1.792,2.8405
299,Rico Richardson,WR,3000,Ten@Hou 01:00PM ET,0.0,Ten,,,,,,,,
300,Brandon Wegher,RB,3000,Ind@Car 08:30PM ET,0.0,Car,,,,,,,,
301,Kevin Norwood,WR,3000,Ind@Car 08:30PM ET,0.0,Car,,,,,,0.08,,0.08
302,Trey Watts,RB,3000,SF@StL 01:00PM ET,0.0,StL,,,,,,0.01,,0.01
303,Ricardo Lockette,WR,3000,Sea@Dal 04:25PM ET,2.229,Sea,,3.3,,2.7,,,3.391,3.13033333333
304,Christine Michael,RB,3000,Sea@Dal 04:25PM ET,1.167,Dal,2.5,3.9,5.28,4.6,6.17,0.78,5.312,4.07742857143
305,Bennie Fowler,WR,3000,GB@Den 08:30PM ET,2.95,Den,,,2.85,,2.21,0.24,5.185,2.62125
306,Jared Abbrederis,WR,3000,GB@Den 08:30PM ET,0.0,GB,,,,,,,1.079,1.079
307,Nick Williams,WR,3000,TB@Atl 01:00PM ET,2.686,Atl,,,,,5.11,11.18,4.184,6.82466666667
308,Devin Street,WR,3000,Sea@Dal 04:25PM ET,2.433,Dal,4.0,,,,,1.08,2.274,2.45133333333
309,Marlon Brown,WR,3000,SD@Bal 01:00PM ET,3.371,Bal,4.0,7.0,4.65,6.5,6.03,8.62,3.645,5.77785714286
310,Chris Matthews,WR,3000,Sea@Dal 04:25PM ET,1.343,Sea,,2.6,4.39,3.3,2.09,3.03,4.1272,3.2562
311,Aaron Dobson,WR,3000,Mia@NE 08:25PM ET,5.725,NE,,4.8,,4.4,,2.09,2.662,3.488
312,Stedman Bailey,WR,3000,SF@StL 01:00PM ET,5.483,StL,4.0,5.2,6.04,4.7,5.24,10.3,3.737,5.60242857143
313,Spencer Ware,RB,3000,Det@KC 09:30AM ET,0.4,KC,,,,,1.24,,1.384,1.312
314,Justin Hunter,WR,3000,Ten@Hou 01:00PM ET,5.217,Ten,7.0,5.6,5.02,4.8,7.81,10.83,6.797,6.83671428571
315,Kenny Stills,WR,3000,Mia@NE 08:25PM ET,5.117,Mia,4.5,7.6,5.56,6.8,7.12,2.77,3.992,5.47742857143
316,Jay Prosch,RB,3000,Ten@Hou 01:00PM ET,0.4,Hou,,,,,,0.02,1.099,0.5595
317,Jalston Fowler,RB,3000,Ten@Hou 01:00PM ET,1.683,Ten,,,2.0,,,0.03,,1.015
318,TJ Jones,WR,3000,Det@KC 09:30AM ET,0.16,Det,,,,,,0.2,,0.2
319,Kenbrell Thompkins,WR,3000,NYJ@Oak 04:05PM ET,0.0,NYJ,,,,,,,1.064,1.064
320,Roosevelt Nix,RB,3000,Cin@Pit 01:00PM ET,0.0,Pit,,,,,,,,
321,Rod Streater,WR,3000,NYJ@Oak 04:05PM ET,1.8,Oak,,3.6,4.69,2.8,,0.07,,2.79
322,Marcus Murphy,RB,3000,NYG@NO 01:00PM ET,0.857,NO,,,,,,,,
323,Andre Williams,RB,3000,NYG@NO 01:00PM ET,3.143,NYG,,3.4,4.97,4.0,2.72,6.13,5.161,4.39683333333
324,Rod Smith,RB,3000,Sea@Dal 04:25PM ET,0.5,Dal,,,,,,,,
325,Joshua Bellamy,WR,3000,Min@Chi 01:00PM ET,3.483,Chi,,,,,,0.02,3.569,1.7945
326,Walt Powell,WR,3000,NYJ@Oak 04:05PM ET,0.0,Oak,,,,,,,,
327,Malcolm Johnson,RB,3000,Ari@Cle 01:00PM ET,0.629,Cle,,,,,,0.04,1.544,0.792
328,Juwan Thompson,RB,3000,GB@Den 08:30PM ET,0.74,Den,,0.7,3.89,0.6,,,1.842,1.758
329,James White,RB,3000,Mia@NE 08:25PM ET,2.68,NE,3.0,5.8,,6.8,,,2.021,4.40525
330,Brandon Coleman,WR,3000,NYG@NO 01:00PM ET,4.243,NO,4.0,6.8,6.24,6.4,3.09,2.84,3.796,4.738
331,Michael Burton,RB,3000,Det@KC 09:30AM ET,0.443,Det,,,,,,,1.453,1.453
332,Albert Wilson,WR,3000,Det@KC 09:30AM ET,6.06,KC,6.5,1.8,6.99,1.9,5.68,6.53,6.252,5.09314285714
333,DeAndrew White,WR,3000,SF@StL 01:00PM ET,1.267,SF,,,,,,,,
334,Matt Hazel,WR,3000,Mia@NE 08:25PM ET,0.0,Mia,,,,,,,,
335,Keith Mumphery,WR,3000,Ten@Hou 01:00PM ET,3.657,Hou,2.5,3.2,,3.6,1.99,2.23,3.111,2.77183333333
336,Jeremy Langford,RB,3000,Min@Chi 01:00PM ET,3.417,Chi,2.5,5.3,5.11,5.9,3.63,3.36,5.093,4.41328571429
337,Justin Hardy,WR,3000,TB@Atl 01:00PM ET,0.0,Atl,4.5,1.6,,1.8,5.1,3.1,1.227,2.88783333333
338,J.J. Nelson,WR,3000,Ari@Cle 01:00PM ET,-0.333,Ari,,1.6,,1.8,,3.09,,2.16333333333
339,Cecil Shorts III,WR,3000,Ten@Hou 01:00PM ET,12.18,Hou,,15.4,7.45,14.7,9.68,,9.9056,11.42712
340,Andre Holmes,WR,3000,NYJ@Oak 04:05PM ET,2.55,Oak,,3.2,3.34,2.6,1.61,3.85,3.035,2.93916666667
341,Corey Fuller,WR,3000,Det@KC 09:30AM ET,1.35,Det,,,4.03,,,0.17,1.117,1.77233333333
342,Geremy Davis,WR,3000,NYG@NO 01:00PM ET,0.586,NYG,,,,,,0.18,,0.18
343,Jamize Olawale,RB,3000,NYJ@Oak 04:05PM ET,1.775,Oak,,,,,,,,
344,Cameron Meredith,WR,3000,Min@Chi 01:00PM ET,3.5,Chi,,,6.83,,,0.06,1.103,2.66433333333
345,Jerick McKinnon,RB,3000,Min@Chi 01:00PM ET,2.117,Min,2.5,3.2,2.22,3.3,3.18,2.46,4.945,3.115
346,Corey Brown,WR,3000,Ind@Car 08:30PM ET,5.5,Car,,6.4,4.68,5.4,6.43,3.5,,5.282
347,Terrence Magee,RB,3000,SD@Bal 01:00PM ET,0.0,Bal,,,,,,,,
348,Terron Ward,RB,3000,TB@Atl 01:00PM ET,3.043,Atl,,2.6,,2.9,1.35,,2.659,2.37725
349,Chris Conley,WR,3000,Det@KC 09:30AM ET,4.914,KC,4.5,1.4,3.72,1.7,7.1,3.99,4.184,3.79914285714
350,Quinton Patton,WR,3000,SF@StL 01:00PM ET,4.443,SF,4.0,,3.22,,2.97,4.11,2.813,3.4226
351,Sammie Coates,WR,3000,Cin@Pit 01:00PM ET,0.42,Pit,,1.6,,1.8,,,2.177,1.859
352,Ka'Deem Carey,RB,3000,Min@Chi 01:00PM ET,0.0,Chi,,3.1,,3.4,,0.22,2.371,2.27275
353,Terrance West,RB,3000,Ten@Hou 01:00PM ET,1.55,Ten,,1.2,,1.0,,0.19,1.154,0.886
354,Phillip Dorsett,WR,3000,Ind@Car 08:30PM ET,4.729,Ind,,,,,,,,
355,Darren Waller,WR,3000,SD@Bal 01:00PM ET,0.633,Bal,,,,,,,,
356,DeVante Parker,WR,3000,Mia@NE 08:25PM ET,1.483,Mia,2.0,3.0,3.06,2.5,2.29,0.39,3.339,2.36842857143
357,Alonzo Harris,RB,3000,GB@Den 08:30PM ET,0.567,GB,,,,,,,,
358,Bruce Ellington,WR,3000,SF@StL 01:00PM ET,2.1,SF,,2.7,2.8,2.4,,2.27,,2.5425
359,Tyler Lockett,WR,3000,Sea@Dal 04:25PM ET,7.971,Sea,8.5,3.5,7.9,3.8,6.5,6.87,4.496,5.938
360,Aaron Ripkowski,RB,3000,GB@Den 08:30PM ET,0.0,GB,,,,,,,,
361,Bradley Marquez,WR,3000,SF@StL 01:00PM ET,0.0,StL,,,,,,,,
362,Devin Smith,WR,3000,NYJ@Oak 04:05PM ET,3.0,NYJ,,3.2,3.43,2.6,3.92,,2.207,3.0714
363,Raheem Mostert,RB,3000,SD@Bal 01:00PM ET,0.0,Bal,,,,,,,1.056,1.056
364,Josh Robinson,RB,3000,Ind@Car 08:30PM ET,2.44,Ind,,2.1,3.32,2.9,,0.06,1.139,1.9038
365,Richard Rodgers,TE,3000,GB@Den 08:30PM ET,9.167,GB,8.0,16.0,5.96,16.0,7.99,7.67,7.099,9.817
366,De'Anthony Thomas,WR,3000,Det@KC 09:30AM ET,3.543,KC,4.0,7.5,4.47,8.9,3.19,8.0,3.8608,5.70297142857
367,Cody Latimer,WR,3000,GB@Den 08:30PM ET,0.0,Den,,1.6,,1.8,,,,1.7
368,Brittan Golden,WR,3000,Ari@Cle 01:00PM ET,0.0,Ari,,,,,,,,
369,Cordarrelle Patterson,WR,3000,Min@Chi 01:00PM ET,0.65,Min,,6.1,,5.6,,0.03,,3.91
370,Damien Williams,RB,3000,Mia@NE 08:25PM ET,3.5,Mia,,1.9,4.78,2.4,3.0,0.07,2.444,2.43233333333
371,Mike Davis,RB,3000,SF@StL 01:00PM ET,1.475,SF,,,4.18,,,,1.128,2.654
372,Devin Funchess,WR,3000,Ind@Car 08:30PM ET,2.367,Car,4.0,5.4,5.86,4.7,5.45,6.79,2.96,5.02285714286
373,Seth Roberts,WR,3000,NYJ@Oak 04:05PM ET,4.767,Oak,,,4.3,,3.48,8.54,,5.44
374,Cameron Artis-Payne,RB,3000,Ind@Car 08:30PM ET,0.775,Car,,2.0,,2.6,,2.06,,2.22
375,Lucky Whitehead,WR,3000,Sea@Dal 04:25PM ET,0.84,Dal,,,,,,,,
376,Jaelen Strong,WR,3000,Ten@Hou 01:00PM ET,6.933,Hou,,7.8,7.87,6.9,,3.55,4.641,6.1522
377,Adam Thielen,WR,3000,Min@Chi 01:00PM ET,3.433,Min,,,,,,2.68,,2.68
378,Khiry Robinson,RB,3000,NYG@NO 01:00PM ET,9.543,NO,1.5,11.3,7.08,11.5,8.62,1.95,7.632,7.08314285714
379,Mario Alford,WR,3000,Cin@Pit 01:00PM ET,0.0,Cin,,,,,,,,
380,Taylor Gabriel,WR,3000,Ari@Cle 01:00PM ET,5.171,Cle,4.0,3.6,4.99,3.8,6.21,10.19,4.392,5.31171428571
381,Donteea Dye,WR,3000,TB@Atl 01:00PM ET,3.85,TB,5.0,,7.09,,7.36,1.95,3.775,5.035
382,Broncos ,DST,2900,GB@Den 08:30PM ET,17.167,Den,,,,,,,,
383,Jets ,DST,2900,NYJ@Oak 04:05PM ET,8.333,NYJ,,,,,,,,
384,Vernon Davis,TE,2900,SF@StL 01:00PM ET,5.8,SF,6.0,6.6,8.75,6.3,7.06,2.41,7.154,6.32485714286
385,Chiefs ,DST,2800,Det@KC 09:30AM ET,6.286,KC,,,,,,,,
386,Coby Fleener,TE,2800,Ind@Car 08:30PM ET,7.357,Ind,4.5,5.6,7.84,5.8,7.35,8.49,9.071,6.95014285714
387,Austin Seferian-Jenkins,TE,2800,TB@Atl 01:00PM ET,17.95,TB,,17.4,10.6,16.7,9.98,8.78,7.52,11.83
388,Cowboys ,DST,2700,Sea@Dal 04:25PM ET,4.5,Dal,,,,,,,,
389,Dolphins ,DST,2700,Mia@NE 08:25PM ET,8.167,Mia,,,,,,,,
390,Giants ,DST,2700,NYG@NO 01:00PM ET,9.714,NYG,,,,,,,,
391,Heath Miller,TE,2700,Cin@Pit 01:00PM ET,5.971,Pit,8.0,10.6,6.33,11.3,9.94,11.35,6.358,9.12542857143
392,Jacob Tamme,TE,2700,TB@Atl 01:00PM ET,8.1,Atl,6.0,1.6,6.55,1.8,7.97,12.39,7.536,6.26371428571
393,Lions ,DST,2600,Det@KC 09:30AM ET,7.143,Det,,,,,,,,
394,Steelers ,DST,2600,Cin@Pit 01:00PM ET,7.857,Pit,,,,,,,,
395,Owen Daniels,TE,2600,GB@Den 08:30PM ET,5.75,Den,6.5,11.8,6.53,11.9,8.66,9.17,5.777,8.61957142857
396,Jared Cook,TE,2600,SF@StL 01:00PM ET,5.8,StL,7.5,4.8,7.68,4.4,8.77,11.89,5.907,7.27814285714
397,Clive Walford,TE,2600,NYJ@Oak 04:05PM ET,3.167,Oak,2.0,1.4,2.3,1.7,3.21,3.16,3.045,2.40214285714
398,Titans ,DST,2500,Ten@Hou 01:00PM ET,7.0,Ten,,,,,,,,
399,Mike Leach,TE,2500,Ari@Cle 01:00PM ET,0.0,Ari,,,,,,,,
400,Craig Stevens,TE,2500,Ten@Hou 01:00PM ET,1.383,Ten,,,,,,0.17,2.722,1.446
401,Scott Chandler,TE,2500,Mia@NE 08:25PM ET,4.7,NE,2.0,6.8,3.9,6.4,4.43,3.75,4.079,4.47985714286
402,Matt Spaeth,TE,2500,Cin@Pit 01:00PM ET,0.0,Pit,,,,,,,2.228,2.228
403,Clark Harris,TE,2500,Cin@Pit 01:00PM ET,0.0,Cin,,,,,,,,
404,Anthony Fasano,TE,2500,Ten@Hou 01:00PM ET,5.5,Ten,,4.6,3.54,4.3,4.47,3.62,4.433,4.1605
405,Zach Miller,TE,2500,Min@Chi 01:00PM ET,1.083,Chi,,,,1.8,,0.04,,0.92
406,Brandon Pettigrew,TE,2500,Det@KC 09:30AM ET,2.95,Det,,,3.9,,,0.16,2.256,2.10533333333
407,Kellen Davis,TE,2500,NYJ@Oak 04:05PM ET,0.0,NYJ,,,4.31,,,0.03,,2.17
408,Brandon Myers,TE,2500,TB@Atl 01:00PM ET,2.0,TB,4.0,2.4,4.5,3.2,,2.28,1.827,3.0345
409,Darren Fells,TE,2500,Ari@Cle 01:00PM ET,5.933,Ari,,2.0,5.24,2.0,,,,3.08
410,Tony Moeaki,TE,2500,TB@Atl 01:00PM ET,0.7,Atl,,,,,,,2.749,2.749
411,David Johnson,TE,2500,SD@Bal 01:00PM ET,0.029,SD,6.5,7.4,5.66,7.6,6.42,1.06,7.5238,6.0234
412,Ed Dickson,TE,2500,Ind@Car 08:30PM ET,3.217,Car,2.0,4.0,4.02,4.0,3.42,2.01,3.31,3.25142857143
413,Garrett Graham,TE,2500,Ten@Hou 01:00PM ET,1.857,Hou,4.5,5.6,4.46,5.8,3.74,3.43,2.677,4.31528571429
414,Andrew DePaola,TE,2500,TB@Atl 01:00PM ET,0.0,TB,,,,,,,,
415,Jim Dray,TE,2500,Ari@Cle 01:00PM ET,1.0,Cle,,,4.1,,2.03,0.24,,2.12333333333
416,Virgil Green,TE,2500,GB@Den 08:30PM ET,2.133,Den,,4.2,3.85,4.1,,2.49,2.908,3.5096
417,John Phillips,TE,2500,SD@Bal 01:00PM ET,2.3,SD,,,5.85,,2.11,0.05,,2.67
418,Richard Gordon,TE,2500,GB@Den 08:30PM ET,0.0,Den,,,,,,,,
419,Rob Housler,TE,2500,Ari@Cle 01:00PM ET,0.267,Cle,,1.4,4.1,1.7,,0.03,1.569,1.7598
420,Kyle Nelson,TE,2500,SF@StL 01:00PM ET,0.0,SF,,,,,,,,
421,Lance Kendricks,TE,2500,SF@StL 01:00PM ET,4.3,StL,2.0,2.6,6.09,2.3,5.17,,3.939,3.68316666667
422,Jermaine Gresham,TE,2500,Ari@Cle 01:00PM ET,2.9,Ari,6.0,3.8,3.7,3.9,5.02,2.23,2.913,3.93757142857
423,Jeff Cumberland,TE,2500,NYJ@Oak 04:05PM ET,1.12,NYJ,1.5,2.8,,2.4,2.41,7.4,2.221,3.12183333333
424,Michael Hoomanawanui,TE,2500,NYG@NO 01:00PM ET,3.1,NO,,,,,2.55,,1.708,2.129
425,Lee Smith,TE,2500,NYJ@Oak 04:05PM ET,1.483,Oak,,,3.19,,2.13,0.17,,1.83
426,Luke Stocker,TE,2500,TB@Atl 01:00PM ET,1.3,TB,,,,,,0.18,,0.18
427,Rhett Ellison,TE,2500,Min@Chi 01:00PM ET,0.567,Min,,,4.12,,,3.03,2.221,3.12366666667
428,Garrett Celek,TE,2500,SF@StL 01:00PM ET,4.986,SF,4.0,2.6,4.43,3.3,2.96,3.37,,3.44333333333
429,James Hanna,TE,2500,Sea@Dal 04:25PM ET,0.825,Dal,,,,,,,,
430,Jake Stoneburner,TE,2500,Mia@NE 08:25PM ET,5.425,Mia,,1.2,5.71,1.6,,,,2.83666666667
431,Mychal Rivera,TE,2500,NYJ@Oak 04:05PM ET,3.083,Oak,4.0,6.0,4.01,6.0,5.32,4.66,5.003,4.999
432,Cory Harkey,TE,2500,SF@StL 01:00PM ET,0.467,StL,,,,,,0.02,,0.02
433,Beau Brinkley,TE,2500,Ten@Hou 01:00PM ET,0.0,Ten,,,,,,,,
